,symbol
3905,SHSE.603909
3906,SHSE.603912
3907,SHSE.603915
3908,SHSE.603916
3909,SHSE.603917
3910,SHSE.603918
3911,SHSE.603919
3912,SHSE.603920
3913,SHSE.603922
3914,SHSE.603926
3915,SHSE.603927
3916,SHSE.603928
3917,SHSE.603929
3918,SHSE.603931
3919,SHSE.603933
3920,SHSE.603936
3921,SHSE.603937
3922,SHSE.603938
3923,SHSE.603939
3924,SHSE.603948
3925,SHSE.603949
3926,SHSE.603950
3927,SHSE.603955
3928,SHSE.603956
3929,SHSE.603958
3930,SHSE.603959
3931,SHSE.603960
3932,SHSE.603963
3933,SHSE.603966
3934,SHSE.603967
3935,SHSE.603968
3936,SHSE.603969
3937,SHSE.603970
3938,SHSE.603976
3939,SHSE.603977
3940,SHSE.603978
3941,SHSE.603979
3942,SHSE.603980
3943,SHSE.603982
3944,SHSE.603983
3945,SHSE.603985
3946,SHSE.603986
3947,SHSE.603987
3948,SHSE.603988
3949,SHSE.603989
3950,SHSE.603990
3951,SHSE.603991
3952,SHSE.603992
3953,SHSE.603993
3954,SHSE.603995
3955,SHSE.603996
3956,SHSE.603997
3957,SHSE.603998
3958,SHSE.603999
3959,SHSE.605001
3960,SHSE.605003
3961,SHSE.605006
3962,SHSE.605007
3963,SHSE.605008
3964,SHSE.605009
3965,SHSE.605018
3966,SHSE.605050
3967,SHSE.605058
3968,SHSE.605066
3969,SHSE.605068
3970,SHSE.605088
3971,SHSE.605099
3972,SHSE.605100
3973,SHSE.605108
3974,SHSE.605111
3975,SHSE.605116
3976,SHSE.605118
3977,SHSE.605123
3978,SHSE.605128
3979,SHSE.605136
3980,SHSE.605151
3981,SHSE.605155
3982,SHSE.605158
3983,SHSE.605166
3984,SHSE.605168
3985,SHSE.605169
3986,SHSE.605177
3987,SHSE.605178
3988,SHSE.605179
3989,SHSE.605183
3990,SHSE.605186
3991,SHSE.605188
3992,SHSE.605198
3993,SHSE.605199
3994,SHSE.605218
3995,SHSE.605222
3996,SHSE.605255
3997,SHSE.605258
3998,SHSE.605266
3999,SHSE.605277
4000,SHSE.605288
4001,SHSE.605299
4002,SHSE.605318
4003,SHSE.605333
4004,SHSE.605336
4005,SHSE.605338
4006,SHSE.605358
4007,SHSE.605366
4008,SHSE.605369
4009,SHSE.605376
4010,SHSE.605377
4011,SHSE.605388
4012,SHSE.605399
4013,SHSE.605500
4014,SHSE.688001
4015,SHSE.688002
4016,SHSE.688003
4017,SHSE.688004
4018,SHSE.688005
4019,SHSE.688006
4020,SHSE.688007
4021,SHSE.688008
4022,SHSE.688009
4023,SHSE.688010
4024,SHSE.688011
4025,SHSE.688012
4026,SHSE.688013
4027,SHSE.688015
4028,SHSE.688016
4029,SHSE.688017
4030,SHSE.688018
4031,SHSE.688019
4032,SHSE.688020
4033,SHSE.688021
4034,SHSE.688022
4035,SHSE.688023
4036,SHSE.688025
4037,SHSE.688026
4038,SHSE.688027
4039,SHSE.688028
4040,SHSE.688029
4041,SHSE.688030
4042,SHSE.688033
4043,SHSE.688036
4044,SHSE.688037
4045,SHSE.688039
4046,SHSE.688050
4047,SHSE.688051
4048,SHSE.688055
4049,SHSE.688056
4050,SHSE.688057
4051,SHSE.688058
4052,SHSE.688060
4053,SHSE.688063
4054,SHSE.688065
4055,SHSE.688066
4056,SHSE.688068
4057,SHSE.688069
4058,SHSE.688077
4059,SHSE.688078
4060,SHSE.688080
4061,SHSE.688081
4062,SHSE.688085
4063,SHSE.688086
4064,SHSE.688088
4065,SHSE.688089
4066,SHSE.688090
4067,SHSE.688093
4068,SHSE.688095
4069,SHSE.688096
4070,SHSE.688098
4071,SHSE.688099
4072,SHSE.688100
4073,SHSE.688101
4074,SHSE.688106
4075,SHSE.688108
4076,SHSE.688111
4077,SHSE.688116
4078,SHSE.688118
4079,SHSE.688122
4080,SHSE.688123
4081,SHSE.688126
4082,SHSE.688127
4083,SHSE.688128
4084,SHSE.688129
4085,SHSE.688133
4086,SHSE.688135
4087,SHSE.688136
4088,SHSE.688138
4089,SHSE.688139
4090,SHSE.688155
4091,SHSE.688156
4092,SHSE.688157
4093,SHSE.688158
4094,SHSE.688159
4095,SHSE.688160
4096,SHSE.688165
4097,SHSE.688166
4098,SHSE.688168
4099,SHSE.688169
4100,SHSE.688177
4101,SHSE.688178
4102,SHSE.688179
4103,SHSE.688180
4104,SHSE.688181
4105,SHSE.688185
4106,SHSE.688186
4107,SHSE.688188
4108,SHSE.688189
4109,SHSE.688196
4110,SHSE.688198
4111,SHSE.688199
4112,SHSE.688200
4113,SHSE.688202
4114,SHSE.688208
4115,SHSE.688215
4116,SHSE.688218
4117,SHSE.688219
4118,SHSE.688221
4119,SHSE.688222
4120,SHSE.688228
4121,SHSE.688229
4122,SHSE.688233
4123,SHSE.688256
4124,SHSE.688258
4125,SHSE.688266
4126,SHSE.688268
4127,SHSE.688277
4128,SHSE.688278
4129,SHSE.688286
4130,SHSE.688288
4131,SHSE.688289
4132,SHSE.688298
4133,SHSE.688299
4134,SHSE.688300
4135,SHSE.688301
4136,SHSE.688308
4137,SHSE.688309
4138,SHSE.688310
4139,SHSE.688311
4140,SHSE.688312
4141,SHSE.688313
4142,SHSE.688318
4143,SHSE.688321
4144,SHSE.688330
4145,SHSE.688333
4146,SHSE.688335
4147,SHSE.688336
4148,SHSE.688338
4149,SHSE.688339
4150,SHSE.688356
4151,SHSE.688357
4152,SHSE.688358
4153,SHSE.688360
4154,SHSE.688363
4155,SHSE.688365
4156,SHSE.688366
4157,SHSE.688368
4158,SHSE.688369
4159,SHSE.688377
4160,SHSE.688378
4161,SHSE.688379
4162,SHSE.688386
4163,SHSE.688388
4164,SHSE.688389
4165,SHSE.688390
4166,SHSE.688393
4167,SHSE.688396
4168,SHSE.688398
4169,SHSE.688399
4170,SHSE.688408
4171,SHSE.688418
4172,SHSE.688466
4173,SHSE.688488
4174,SHSE.688500
4175,SHSE.688505
4176,SHSE.688508
4177,SHSE.688510
4178,SHSE.688513
4179,SHSE.688516
4180,SHSE.688518
4181,SHSE.688519
4182,SHSE.688520
4183,SHSE.688521
4184,SHSE.688526
4185,SHSE.688528
4186,SHSE.688529
4187,SHSE.688536
4188,SHSE.688550
4189,SHSE.688551
4190,SHSE.688555
4191,SHSE.688556
4192,SHSE.688557
4193,SHSE.688558
4194,SHSE.688559
4195,SHSE.688560
4196,SHSE.688561
4197,SHSE.688566
4198,SHSE.688567
4199,SHSE.688568
4200,SHSE.688569
4201,SHSE.688571
4202,SHSE.688577
4203,SHSE.688578
4204,SHSE.688579
4205,SHSE.688580
4206,SHSE.688585
4207,SHSE.688586
4208,SHSE.688588
4209,SHSE.688589
4210,SHSE.688590
4211,SHSE.688595
4212,SHSE.688596
4213,SHSE.688598
4214,SHSE.688599
4215,SHSE.688600
4216,SHSE.688608
4217,SHSE.688617
4218,SHSE.688618
4219,SHSE.688658
4220,SHSE.688668
4221,SHSE.688678
4222,SHSE.688679
4223,SHSE.688686
4224,SHSE.688698
4225,SHSE.688699
4226,SHSE.688777
4227,SHSE.688788
4228,SHSE.688981
4229,SHSE.900901
4230,SHSE.900902
4231,SHSE.900903
4232,SHSE.900904
4233,SHSE.900905
4234,SHSE.900906
4235,SHSE.900907
4236,SHSE.900908
4237,SHSE.900909
4238,SHSE.900910
4239,SHSE.900911
4240,SHSE.900912
4241,SHSE.900913
4242,SHSE.900914
4243,SHSE.900915
4244,SHSE.900916
4245,SHSE.900917
4246,SHSE.900918
4247,SHSE.900919
4248,SHSE.900920
4249,SHSE.900921
4250,SHSE.900922
4251,SHSE.900923
4252,SHSE.900924
4253,SHSE.900925
4254,SHSE.900926
4255,SHSE.900927
4256,SHSE.900928
4257,SHSE.900929
4258,SHSE.900930
4259,SHSE.900932
4260,SHSE.900933
4261,SHSE.900934
4262,SHSE.900936
4263,SHSE.900937
4264,SHSE.900938
4265,SHSE.900939
4266,SHSE.900940
4267,SHSE.900941
4268,SHSE.900942
4269,SHSE.900943
4270,SHSE.900945
4271,SHSE.900946
4272,SHSE.900947
4273,SHSE.900948
4274,SHSE.900951
4275,SHSE.900952
4276,SHSE.900953
4277,SHSE.900955
4278,SHSE.900956
4279,SHSE.900957
